"employee_id","first_name","last_name","age","rating","json_contact_info","bjson_contact_info","address"
233455,"Melissa","Johnson",60,"2.46","{""phone"": ""312-555-5690"", ""email"": ""melissa.johnson@company.com""}","""{\""phone\"": \""312-555-5690\"", \""email\"": \""melissa.johnson@company.com\""}""","0101000000DA480D68BAE655C0028E3ABC48014540"
235607,"Johnny","Figueroa",18,"3.17","{""phone"": ""312-555-2546"", ""email"": ""johnny.figueroa@company.com""}","""{\""phone\"": \""312-555-2546\"", \""email\"": \""johnny.figueroa@company.com\""}""","01010000008AFC284A3FE355C0D764BD4CC5E54440"
239429,"Nathan","Moreno",37,"3.03","{""phone"": ""312-555-4629"", ""email"": ""nathan.moreno@company.com""}","""{\""phone\"": \""312-555-4629\"", \""email\"": \""nathan.moreno@company.com\""}""","0101000000455558FC8EEF55C06943C3EEDBF14440"
258010,"Jonathan","Hart",37,"5","{""phone"": ""312-555-9647"", ""email"": ""jonathan.hart@company.com""}","""{\""phone\"": \""312-555-9647\"", \""email\"": \""jonathan.hart@company.com\""}""","0101000000B3B8FC2FE7F055C0F21D75A6BFE84440"
262750,"Carol","Nguyen",46,"3.96","{""phone"": ""312-555-6817"", ""email"": ""carol.nguyen@company.com""}","""{\""phone\"": \""312-555-6817\"", \""email\"": \""carol.nguyen@company.com\""}""","0101000000E42156AA05E955C038A329BC7BE34440"
266883,"Gabriela","Peterson",23,"1.27","{""phone"": ""312-555-2780"", ""email"": ""gabriela.peterson@company.com""}","""{\""phone\"": \""312-555-2780\"", \""email\"": \""gabriela.peterson@company.com\""}""","0101000000ED8B37E1BAE155C02261394B6EEB4440"
276266,"James","Middleton",29,"2.57","{""phone"": ""312-555-9066"", ""email"": ""james.middleton@company.com""}","""{\""phone\"": \""312-555-9066\"", \""email\"": \""james.middleton@company.com\""}""","01010000006044B46C28E355C001C7839DC6F64440"
280110,"Melissa","Harrington",35,"3.2","{""phone"": ""312-555-3263"", ""email"": ""melissa.harrington@company.com""}","""{\""phone\"": \""312-555-3263\"", \""email\"": \""melissa.harrington@company.com\""}""","0101000000FB97FBB17BEF55C03368197D69024540"
287288,"Kerry","Wilson",30,"0.8","{""phone"": ""312-555-8033"", ""email"": ""kerry.wilson@company.com""}","""{\""phone\"": \""312-555-8033\"", \""email\"": \""kerry.wilson@company.com\""}""","0101000000C50F5275A8E255C006FE8508C2E74440"
298804,"Kelly","Lee",31,"3.28","{""phone"": ""312-555-2421"", ""email"": ""kelly.lee@company.com""}","""{\""phone\"": \""312-555-2421\"", \""email\"": \""kelly.lee@company.com\""}""","01010000001CF1AF00B1E755C0A9DEF86045EC4440"
312131,"Sabrina","Obrien",31,"2.52","{""phone"": ""312-555-2506"", ""email"": ""sabrina.obrien@company.com""}","""{\""phone\"": \""312-555-2506\"", \""email\"": \""sabrina.obrien@company.com\""}""","0101000000EDDD4EC46FE255C0B81A8A7F09FA4440"
313010,"John","Alvarado",18,"3.92","{""phone"": ""312-555-6547"", ""email"": ""john.alvarado@company.com""}","""{\""phone\"": \""312-555-6547\"", \""email\"": \""john.alvarado@company.com\""}""","010100000039DEC5BE23F755C098C89D7D53DD4440"
372683,"Eric","Martin",41,"3.57","{""phone"": ""312-555-9835"", ""email"": ""eric.martin@company.com""}","""{\""phone\"": \""312-555-9835\"", \""email\"": \""eric.martin@company.com\""}""","01010000003C69424C3BE655C0D610174926DA4440"
375471,"Brian","Marshall",18,"2.92","{""phone"": ""312-555-5015"", ""email"": ""brian.marshall@company.com""}","""{\""phone\"": \""312-555-5015\"", \""email\"": \""brian.marshall@company.com\""}""","01010000009101129F3AEB55C010230B4F43ED4440"
378964,"Nicole","Garcia",41,"3.27","{""phone"": ""312-555-8234"", ""email"": ""nicole.garcia@company.com""}","""{\""phone\"": \""312-555-8234\"", \""email\"": \""nicole.garcia@company.com\""}""","0101000000D15AFFFD90E155C0C22EDD063C014540"
380941,"Kristin","Campbell",28,"4.3","{""phone"": ""312-555-5331"", ""email"": ""kristin.campbell@company.com""}","""{\""phone\"": \""312-555-5331\"", \""email\"": \""kristin.campbell@company.com\""}""","01010000002BE6BE54DEE555C0AF8E78F366FE4440"
389187,"Patrick","Osborn",28,"4.12","{""phone"": ""312-555-5628"", ""email"": ""patrick.osborn@company.com""}","""{\""phone\"": \""312-555-5628\"", \""email\"": \""patrick.osborn@company.com\""}""","0101000000375BD3EC98E955C01E01E6D339EB4440"
394107,"Monica","Christian",29,"2.62","{""phone"": ""312-555-7742"", ""email"": ""monica.christian@company.com""}","""{\""phone\"": \""312-555-7742\"", \""email\"": \""monica.christian@company.com\""}""","0101000000B3D4CAA8A5F755C039FE36E98AF74440"
422205,"Jessica","Johnson",36,"2","{""phone"": ""312-555-2586"", ""email"": ""jessica.johnson@company.com""}","""{\""phone\"": \""312-555-2586\"", \""email\"": \""jessica.johnson@company.com\""}""","01010000004AFFFA3C0DF655C08FEC6E6147E24440"
423720,"George","Jennings",36,"2.67","{""phone"": ""312-555-7253"", ""email"": ""george.jennings@company.com""}","""{\""phone\"": \""312-555-7253\"", \""email\"": \""george.jennings@company.com\""}""","010100000046F39C5D11EE55C05AAE6B67E9FB4440"
435789,"Julie","Buchanan",60,"2.48","{""phone"": ""312-555-3536"", ""email"": ""julie.buchanan@company.com""}","""{\""phone\"": \""312-555-3536\"", \""email\"": \""julie.buchanan@company.com\""}""","0101000000C6A88CD420F055C0C67C9471D6F54440"
452307,"Derek","Olsen",44,"3.03","{""phone"": ""312-555-2756"", ""email"": ""derek.olsen@company.com""}","""{\""phone\"": \""312-555-2756\"", \""email\"": \""derek.olsen@company.com\""}""","010100000095897EB46FEE55C0FB3D39DF80D44440"
452968,"Anthony","Andrade",35,"2.15","{""phone"": ""312-555-9694"", ""email"": ""anthony.andrade@company.com""}","""{\""phone\"": \""312-555-9694\"", \""email\"": \""anthony.andrade@company.com\""}""","0101000000CC16711206E655C02F12533440E94440"
459477,"Allison","Lee",31,"3.13","{""phone"": ""312-555-6198"", ""email"": ""allison.lee@company.com""}","""{\""phone\"": \""312-555-6198\"", \""email\"": \""allison.lee@company.com\""}""","0101000000A67E46F7F6EF55C0C29961BC4AF84440"
461697,"Anna","Dunlap",52,"4.1","{""phone"": ""312-555-6904"", ""email"": ""anna.dunlap@company.com""}","""{\""phone\"": \""312-555-6904\"", \""email\"": \""anna.dunlap@company.com\""}""","010100000094107F1F64E855C0C14C4F6256F64440"
469177,"Katie","Garcia",44,"2.57","{""phone"": ""312-555-3415"", ""email"": ""katie.garcia@company.com""}","""{\""phone\"": \""312-555-3415\"", \""email\"": \""katie.garcia@company.com\""}""","0101000000C051E91AC1E655C0BA54D9814FF44440"
469661,"Christopher","Kirby",26,"2.88","{""phone"": ""312-555-5102"", ""email"": ""christopher.kirby@company.com""}","""{\""phone\"": \""312-555-5102\"", \""email\"": \""christopher.kirby@company.com\""}""","01010000001978B1FB62F955C0303545F7B7D94440"
471161,"Randy","Brown",46,"2.9","{""phone"": ""312-555-9461"", ""email"": ""randy.brown@company.com""}","""{\""phone\"": \""312-555-9461\"", \""email\"": \""randy.brown@company.com\""}""","010100000071D8E6413CE355C03AD3CF17B3EF4440"
480020,"Michael","Tucker",44,"1.75","{""phone"": ""312-555-1181"", ""email"": ""michael.tucker@company.com""}","""{\""phone\"": \""312-555-1181\"", \""email\"": \""michael.tucker@company.com\""}""","01010000000CEAAE4F94EF55C06795129EC5D54440"
485657,"Johnny","Berg",28,"3.51","{""phone"": ""312-555-5755"", ""email"": ""johnny.berg@company.com""}","""{\""phone\"": \""312-555-5755\"", \""email\"": \""johnny.berg@company.com\""}""","0101000000151C715F1EE555C0FAD10751C6F24440"
508547,"Brian","King",36,"3","{""phone"": ""312-555-8528"", ""email"": ""brian.king@company.com""}","""{\""phone\"": \""312-555-8528\"", \""email\"": \""brian.king@company.com\""}""","01010000005DCC1EB009E355C0B20FA3D148F94440"
516592,"Danielle","Smith",45,"1.94","{""phone"": ""312-555-1359"", ""email"": ""danielle.smith@company.com""}","""{\""phone\"": \""312-555-1359\"", \""email\"": \""danielle.smith@company.com\""}""","0101000000ECC9A63AE1EA55C0BAFD15015DE74440"
520130,"Lori","Delgado",36,"2.11","{""phone"": ""312-555-3008"", ""email"": ""lori.delgado@company.com""}","""{\""phone\"": \""312-555-3008\"", \""email\"": \""lori.delgado@company.com\""}""","0101000000EBE9969985EB55C0137B3006BDE54440"
532660,"Jack","Reed",40,"4.6","{""phone"": ""312-555-8868"", ""email"": ""jack.reed@company.com""}","""{\""phone\"": \""312-555-8868\"", \""email\"": \""jack.reed@company.com\""}""","0101000000B85AE79905F355C0463F001BC1DC4440"
547247,"Tonya","Young",27,"1.69","{""phone"": ""312-555-5595"", ""email"": ""tonya.young@company.com""}","""{\""phone\"": \""312-555-5595\"", \""email\"": \""tonya.young@company.com\""}""","0101000000BF2DA84D33F855C05503329F0EDE4440"
548759,"Bruce","Rojas",44,"3.83","{""phone"": ""312-555-3840"", ""email"": ""bruce.rojas@company.com""}","""{\""phone\"": \""312-555-3840\"", \""email\"": \""bruce.rojas@company.com\""}""","010100000054B7027FCDF155C04DFB939079E54440"
554838,"Edwin","James",18,"2.78","{""phone"": ""312-555-7685"", ""email"": ""edwin.james@company.com""}","""{\""phone\"": \""312-555-7685\"", \""email\"": \""edwin.james@company.com\""}""","0101000000D4B2849E7EF955C0BE50A56664D34440"
559710,"Edward","Boyd",42,"4.94","{""phone"": ""312-555-2182"", ""email"": ""edward.boyd@company.com""}","""{\""phone\"": \""312-555-2182\"", \""email\"": \""edward.boyd@company.com\""}""","0101000000B79A1178AFF255C0F67FAE0B69F54440"
561280,"Joseph","Rivas",18,"4.25","{""phone"": ""312-555-6680"", ""email"": ""joseph.rivas@company.com""}","""{\""phone\"": \""312-555-6680\"", \""email\"": \""joseph.rivas@company.com\""}""","0101000000EAAF75C7CBF755C06E2EB01259FC4440"
569741,"Carrie","Whitehead",20,"4.31","{""phone"": ""312-555-3602"", ""email"": ""carrie.whitehead@company.com""}","""{\""phone\"": \""312-555-3602\"", \""email\"": \""carrie.whitehead@company.com\""}""","0101000000DCA40A726BE655C01A7B40E62A014540"
582678,"Scott","Baker",54,"4.44","{""phone"": ""312-555-9215"", ""email"": ""scott.baker@company.com""}","""{\""phone\"": \""312-555-9215\"", \""email\"": \""scott.baker@company.com\""}""","0101000000F7AE3BBC7FF855C088B0159243D74440"
586204,"Thomas","Miller",49,"4.81","{""phone"": ""312-555-5635"", ""email"": ""thomas.miller@company.com""}","""{\""phone\"": \""312-555-5635\"", \""email\"": \""thomas.miller@company.com\""}""","01010000003A76998377F955C0D6C02D0E52FB4440"
615812,"Samantha","Taylor",51,"1.7","{""phone"": ""312-555-9915"", ""email"": ""samantha.taylor@company.com""}","""{\""phone\"": \""312-555-9915\"", \""email\"": \""samantha.taylor@company.com\""}""","01010000003958A59BD8F355C03F8B0A588DF94440"
624284,"Ashley","Mccall",23,"3.28","{""phone"": ""312-555-7944"", ""email"": ""ashley.mccall@company.com""}","""{\""phone\"": \""312-555-7944\"", \""email\"": \""ashley.mccall@company.com\""}""","010100000008A9522CD7F355C0049DAB840DD34440"
638531,"Kayla","Miller",20,"1.97","{""phone"": ""312-555-2019"", ""email"": ""kayla.miller@company.com""}","""{\""phone\"": \""312-555-2019\"", \""email\"": \""kayla.miller@company.com\""}""","0101000000040382F00BF755C05B417390C7DE4440"
639750,"Donald","Johnson",58,"2.58","{""phone"": ""312-555-8040"", ""email"": ""donald.johnson@company.com""}","""{\""phone\"": \""312-555-8040\"", \""email\"": \""donald.johnson@company.com\""}""","010100000052D4F5A0E0E755C0669C603C12004540"
646945,"Bryan","Contreras",42,"3.5","{""phone"": ""312-555-5125"", ""email"": ""bryan.contreras@company.com""}","""{\""phone\"": \""312-555-5125\"", \""email\"": \""bryan.contreras@company.com\""}""","0101000000D01E80098BEC55C002FABE7D81D94440"
652514,"Julia","Gay",33,"4.55","{""phone"": ""312-555-8302"", ""email"": ""julia.gay@company.com""}","""{\""phone\"": \""312-555-8302\"", \""email\"": \""julia.gay@company.com\""}""","0101000000F1102F7F83EC55C04D7C98E149D74440"
688030,"Tamara","Martin",43,"3.57","{""phone"": ""312-555-2314"", ""email"": ""tamara.martin@company.com""}","""{\""phone\"": \""312-555-2314\"", \""email\"": \""tamara.martin@company.com\""}""","01010000008719F0AB81F055C009A4C8BCE7F64440"
701820,"Stephanie","Willis",32,"3.36","{""phone"": ""312-555-5321"", ""email"": ""stephanie.willis@company.com""}","""{\""phone\"": \""312-555-5321\"", \""email\"": \""stephanie.willis@company.com\""}""","010100000092A6F6A839F655C00096F14817D44440"
702203,"Kenneth","Watts",50,"1.34","{""phone"": ""312-555-4479"", ""email"": ""kenneth.watts@company.com""}","""{\""phone\"": \""312-555-4479\"", \""email\"": \""kenneth.watts@company.com\""}""","01010000001288949D91F555C0C02F8803ACE74440"
704586,"Leslie","Harding",34,"3.74","{""phone"": ""312-555-5127"", ""email"": ""leslie.harding@company.com""}","""{\""phone\"": \""312-555-5127\"", \""email\"": \""leslie.harding@company.com\""}""","010100000058FAD1AE8EF455C010DA92AFFFD54440"
708770,"Molly","Smith",43,"3.55","{""phone"": ""312-555-9372"", ""email"": ""molly.smith@company.com""}","""{\""phone\"": \""312-555-9372\"", \""email\"": \""molly.smith@company.com\""}""","01010000000BCB7077B7FA55C09BEF592D98E14440"
741899,"Crystal","Garcia",30,"3.25","{""phone"": ""312-555-9024"", ""email"": ""crystal.garcia@company.com""}","""{\""phone\"": \""312-555-9024\"", \""email\"": \""crystal.garcia@company.com\""}""","0101000000887FFBD722FC55C0EDF11D75EFFB4440"
745826,"Kayla","Mathews",30,"4.13","{""phone"": ""312-555-1903"", ""email"": ""kayla.mathews@company.com""}","""{\""phone\"": \""312-555-1903\"", \""email\"": \""kayla.mathews@company.com\""}""","0101000000690208DF7EE655C090D116238AE04440"
750977,"Alexis","Murphy",18,"2.46","{""phone"": ""312-555-9897"", ""email"": ""alexis.murphy@company.com""}","""{\""phone\"": \""312-555-9897\"", \""email\"": \""alexis.murphy@company.com\""}""","0101000000B617AB168CF755C07EB644EA58E94440"
775939,"Kyle","Wright",40,"2.94","{""phone"": ""312-555-5660"", ""email"": ""kyle.wright@company.com""}","""{\""phone\"": \""312-555-5660\"", \""email\"": \""kyle.wright@company.com\""}""","0101000000E0CA9FBCFDF655C04890E62789E44440"
776558,"Curtis","Lopez",36,"3.01","{""phone"": ""312-555-5871"", ""email"": ""curtis.lopez@company.com""}","""{\""phone\"": \""312-555-5871\"", \""email\"": \""curtis.lopez@company.com\""}""","01010000006992CEC99AF455C00B6D94BAC6D24440"
778869,"Laura","Martinez",47,"2.96","{""phone"": ""312-555-7104"", ""email"": ""laura.martinez@company.com""}","""{\""phone\"": \""312-555-7104\"", \""email\"": \""laura.martinez@company.com\""}""","0101000000C2AA3861A4F255C09694C81DD5E34440"
798976,"Patricia","Meyer",19,"0.87","{""phone"": ""312-555-7950"", ""email"": ""patricia.meyer@company.com""}","""{\""phone\"": \""312-555-7950\"", \""email\"": \""patricia.meyer@company.com\""}""","0101000000CE238D4E1FF855C06B8D912643E34440"
815975,"Adrian","Carter",48,"3.11","{""phone"": ""312-555-7015"", ""email"": ""adrian.carter@company.com""}","""{\""phone\"": \""312-555-7015\"", \""email\"": \""adrian.carter@company.com\""}""","01010000001E3662E96AF955C02A2B9D5B70EA4440"
826199,"Kerry","Bradley",27,"1.51","{""phone"": ""312-555-1614"", ""email"": ""kerry.bradley@company.com""}","""{\""phone\"": \""312-555-1614\"", \""email\"": \""kerry.bradley@company.com\""}""","01010000004CA5E29448E855C0993F1E166CF14440"
834071,"David","Strong",46,"2.62","{""phone"": ""312-555-6234"", ""email"": ""david.strong@company.com""}","""{\""phone\"": \""312-555-6234\"", \""email\"": \""david.strong@company.com\""}""","010100000059EB64F4EEED55C0A80AEEBD57F44440"
834781,"Kurt","Ball",56,"3.72","{""phone"": ""312-555-9591"", ""email"": ""kurt.ball@company.com""}","""{\""phone\"": \""312-555-9591\"", \""email\"": \""kurt.ball@company.com\""}""","01010000000A1BC1BE0AF755C062D797877CF74440"
842936,"Jenna","James",22,"4.28","{""phone"": ""312-555-4091"", ""email"": ""jenna.james@company.com""}","""{\""phone\"": \""312-555-4091\"", \""email\"": \""jenna.james@company.com\""}""","01010000004ED800FF32F355C0A16FD343D4FB4440"
845701,"Sandra","Lamb",41,"3.71","{""phone"": ""312-555-6979"", ""email"": ""sandra.lamb@company.com""}","""{\""phone\"": \""312-555-6979\"", \""email\"": \""sandra.lamb@company.com\""}""","0101000000B542B639F9ED55C02CA9294E84F54440"
855114,"Gregory","Singh",35,"3.58","{""phone"": ""312-555-5666"", ""email"": ""gregory.singh@company.com""}","""{\""phone\"": \""312-555-5666\"", \""email\"": \""gregory.singh@company.com\""}""","01010000008EFBC9CB5CED55C0019F307A02004540"
878403,"Elizabeth","Clark",33,"4.24","{""phone"": ""312-555-6257"", ""email"": ""elizabeth.clark@company.com""}","""{\""phone\"": \""312-555-6257\"", \""email\"": \""elizabeth.clark@company.com\""}""","0101000000F801652214EE55C0E9D2DDCB6ADB4440"
886247,"Melanie","Cooper",35,"2.87","{""phone"": ""312-555-4500"", ""email"": ""melanie.cooper@company.com""}","""{\""phone\"": \""312-555-4500\"", \""email\"": \""melanie.cooper@company.com\""}""","0101000000675EFDA297FB55C02AC7C5D757D74440"
887299,"Jeanette","Santana",39,"5","{""phone"": ""312-555-4362"", ""email"": ""jeanette.santana@company.com""}","""{\""phone\"": \""312-555-4362\"", \""email\"": \""jeanette.santana@company.com\""}""","010100000002066B8622E355C0F85E325FAAE04440"
900985,"Rita","Perez",31,"1.48","{""phone"": ""312-555-7082"", ""email"": ""rita.perez@company.com""}","""{\""phone\"": \""312-555-7082\"", \""email\"": \""rita.perez@company.com\""}""","010100000058CEE3BA61E255C067B5B44E1DEC4440"
907610,"David","Barnes",18,"2.28","{""phone"": ""312-555-3176"", ""email"": ""david.barnes@company.com""}","""{\""phone\"": \""312-555-3176\"", \""email\"": \""david.barnes@company.com\""}""","01010000009DB73313FCF755C02CADA23392D34440"
912605,"Jody","Graham",34,"2.62","{""phone"": ""312-555-6293"", ""email"": ""jody.graham@company.com""}","""{\""phone\"": \""312-555-6293\"", \""email\"": \""jody.graham@company.com\""}""","0101000000B769F2B904E555C013C9B601B3DA4440"
919134,"Crystal","Francis",34,"2.96","{""phone"": ""312-555-8332"", ""email"": ""crystal.francis@company.com""}","""{\""phone\"": \""312-555-8332\"", \""email\"": \""crystal.francis@company.com\""}""","0101000000AB467BF124EC55C0F45AE5C7F1E94440"
921155,"Natasha","Bailey",49,"2.68","{""phone"": ""312-555-3112"", ""email"": ""natasha.bailey@company.com""}","""{\""phone\"": \""312-555-3112\"", \""email\"": \""natasha.bailey@company.com\""}""","01010000007D6DA45B17F855C0635932BC9C024540"
923913,"Donald","Russo",47,"3.05","{""phone"": ""312-555-8904"", ""email"": ""donald.russo@company.com""}","""{\""phone\"": \""312-555-8904\"", \""email\"": \""donald.russo@company.com\""}""","0101000000EC52D61C4EE955C0DBDCC24470F84440"
944130,"Stephanie","Krause",35,"1.25","{""phone"": ""312-555-7035"", ""email"": ""stephanie.krause@company.com""}","""{\""phone\"": \""312-555-7035\"", \""email\"": \""stephanie.krause@company.com\""}""","01010000004D15FD0E08E655C079F4FE9624EC4440"
947823,"Roger","Warren",41,"3.08","{""phone"": ""312-555-7388"", ""email"": ""roger.warren@company.com""}","""{\""phone\"": \""312-555-7388\"", \""email\"": \""roger.warren@company.com\""}""","01010000006058F6DB9FE755C0B08295B6FBF24440"
948924,"Pamela","Galloway",35,"5","{""phone"": ""312-555-6033"", ""email"": ""pamela.galloway@company.com""}","""{\""phone\"": \""312-555-6033\"", \""email\"": \""pamela.galloway@company.com\""}""","0101000000072A36F729F455C0E8268185FFEC4440"
968765,"Kimberly","Randolph",46,"2.95","{""phone"": ""312-555-6418"", ""email"": ""kimberly.randolph@company.com""}","""{\""phone\"": \""312-555-6418\"", \""email\"": \""kimberly.randolph@company.com\""}""","01010000007BFC698814F155C0053DED1AE1E04440"
978848,"Anthony","Smith",39,"3.02","{""phone"": ""312-555-9779"", ""email"": ""anthony.smith@company.com""}","""{\""phone\"": \""312-555-9779\"", \""email\"": \""anthony.smith@company.com\""}""","0101000000F9894541D0E155C03C2C039DE6EB4440"
996454,"Jason","Mckay",43,"3.16","{""phone"": ""312-555-1340"", ""email"": ""jason.mckay@company.com""}","""{\""phone\"": \""312-555-1340\"", \""email\"": \""jason.mckay@company.com\""}""","01010000006F2DC04820F355C0744BBD21EBD44440"
998495,"Jeremy","Palmer",44,"3.85","{""phone"": ""312-555-5967"", ""email"": ""jeremy.palmer@company.com""}","""{\""phone\"": \""312-555-5967\"", \""email\"": \""jeremy.palmer@company.com\""}""","01010000003DCD953276E655C0B12ED97E66E24440"
